SPECID,COMMENT_FLAG,COMMENT
G02_Y3_012_356,64,fringed                               
G02_Y3_012_360,64,fringed                               
G02_Y3_012_360,64,fringed                               
G02_Y3_012_360,64,fringed                               
G02_Y3_013_037,64,fringed                               
G02_Y3_013_037,64,fringed                               
G02_Y3_013_040,64,Fringed                               
G02_Y3_013_041,64,Fringed                               
G02_Y3_013_041,64,fringed                               
G02_Y3_013_047,64,Fringed                               
G02_Y3_013_055,64,Fringed                               
G02_Y3_013_055,64,fringed                               
G02_Y3_013_056,64,Fringed                               
G02_Y3_013_056,64,fringed                               
G02_Y3_013_060,64,Fringed                               
G02_Y3_013_061,64,Fringed                               
G02_Y3_013_062,64,Fringed                               
G02_Y3_013_062,64,fringed                               
G02_Y3_013_064,64,Fringed                               
G02_Y3_013_064,64,fringed                               
G02_Y3_013_064,64,fringed                               
G02_Y3_013_110,64,Fringed                               
G02_Y3_013_110,64,fringed                               
G02_Y3_013_116,64,"Slightly fringed"                    
G02_Y3_013_160,64,Fringed                               
G02_Y3_013_161,64,Fringed                               
G02_Y3_013_165,64,Fringed                               
G02_Y3_013_165,64,fringed                               
G02_Y3_013_168,64,Fringed                               
G02_Y3_013_169,64,Fringed                               
G02_Y3_013_169,64,fringed                               
G02_Y3_013_169,64,fringed                               
G02_Y3_013_173,64,Fringed                               
G02_Y3_013_180,64,"Slightly fringed"                    
G02_Y3_013_252,64,Fringed                               
G02_Y3_013_381,64,Fringed                               
G02_Y3_013_386,64,Fringed                               
G02_Y3_013_387,64,Fringed                               
G02_Y3_013_387,64,fringed                               
G02_Y3_013_395,64,Fringed                               
G02_Y3_013_395,64,fringed                               
G02_Y3_014_009,64,Fringed                               
G02_Y3_014_026,64,fringed                               
G02_Y3_014_069,64,Fringed                               
G02_Y3_014_069,64,fringed                               
G02_Y3_014_071,64,Fringed                               
G02_Y3_014_071,64,fringed                               
G02_Y3_014_079,64,Fringed                               
G02_Y3_014_080,64,Fringed                               
G02_Y3_014_102,64,Fringed                               
G02_Y3_014_102,64,fringed                               
G02_Y3_014_108,64,"Slightly fringed"                    
G02_Y3_014_115,64,Fringed                               
G02_Y3_014_115,64,fringed                               
G02_Y3_014_115,64,fringed                               
G02_Y3_014_118,64,Fringed                               
G02_Y3_014_211,64,Fringed                               
G02_Y3_014_211,64,fringed                               
G02_Y3_014_216,64,Fringed                               
G02_Y3_014_216,64,fringed                               
G02_Y3_014_241,64,fringed                               
G02_Y3_014_271,64,Fringed                               
G02_Y3_014_275,64,Fringed                               
G02_Y3_014_276,64,Fringed                               
G02_Y3_014_276,64,fringed                               
G02_Y3_014_277,64,"Slightly fringed"                    
G02_Y3_014_279,64,"Slightly fringed"                    
G02_Y3_014_279,64,fringed                               
G02_Y3_014_343,64,fringed                               
G02_Y3_014_348,64,Fringed                               
G02_Y3_014_353,64,Fringed                               
G02_Y3_014_354,64,Fringed                               
G02_Y3_014_354,64,fringed                               
G02_Y3_014_354,64,fringed                               
G02_Y3_014_354,64,fringed                               
G02_Y3_014_356,64,Fringed                               
G02_Y3_014_356,64,fringed                               
G02_Y3_014_360,64,Fringed                               
G02_Y3_014_365,64,Fringed                               
G02_Y3_014_370,64,Fringed                               
G02_Y3_014_370,64,fringed                               
G02_Y3_014_378,64,"Slightly fringed"                    
G02_Y3_014_378,64,fringed                               
G02_Y3_014_393,64,Fringed                               
G02_Y3_015_069,64,fringed                               
G02_Y3_015_077,64,fringed                               
G02_Y3_015_077,64,fringed                               
G02_Y3_015_082,64,fringed                               
G02_Y3_015_110,64,fringed                               
G02_Y3_015_110,64,fringed                               
G02_Y3_015_116,64,fringed                               
G02_Y3_015_117,64,fringed                               
G02_Y3_015_119,64,fringed                               
G02_Y3_015_120,64,fringed                               
G02_Y3_015_120,64,fringed                               
G02_Y3_015_204,64,fringed                               
G02_Y3_015_211,64,fringed                               
G02_Y3_015_216,64,fringed                               
G02_Y3_015_216,64,fringed                               
G02_Y3_015_216,64,fringed                               
G02_Y3_015_275,64,fringed                               
G02_Y3_015_277,64,fringed                               
G02_Y3_015_278,64,fringed                               
G02_Y3_015_278,64,fringed                               
G02_Y3_015_279,64,fringed                               
G02_Y3_015_279,64,fringed                               
G02_Y3_015_279,64,fringed                               
G02_Y3_015_356,64,fringed                               
G02_Y3_015_360,64,fringed                               
G02_Y3_015_360,64,fringed                               
G02_Y3_015_365,64,fringed                               
G02_Y3_016_018,64,fringed                               
G02_Y3_016_021,64,fringed                               
G02_Y3_016_031,64,fringed                               
G02_Y3_016_040,64,fringed                               
G02_Y3_016_041,64,fringed                               
G02_Y3_016_047,64,fringed                               
G02_Y3_016_055,64,fringed                               
G02_Y3_016_061,64,fringed                               
G02_Y3_016_062,64,fringed                               
G02_Y3_016_064,64,fringed                               
G02_Y3_016_064,64,fringed                               
