SPECID,fringe,reduction,sky,comment
G02_Y5_060_365,,1,,
G02_Y4_035_093,,1,,bad splice
G02_Y4_001_274,,1,,bad splice
G02_Y5_082_359,,1,,bad splice
G15_Y3_022_331,,1,,bad splice
G12_Y1_AN1_290,,1,,bad splice
G15_Y2_014_175,,1,,
G02_Y3_005_193,,1,,
G02_Y3_014_025,,,1,
G15_Y5_012_233,,,1,
G15_Y1_DN1_247,,1,,DN1 field error
G15_Y6_070_007,,1,,bad splice
G12_Y1_IN1_076,1,,,
G15_Y2_022_072,,1,,bad splice
G12_Y3_047_392,,1,,bad splice
G12_Y5_009_359,,1,,bad splice
G02_Y4_041_080,1,,,
G15_Y2_009_396,,1,,bad splice
G15_Y4_214_053,1,,,
G15_Y6_101_370,,1,,
G02_Y6_002_380,,1,,bad splice
G15_Y4_235_393,,1,,
G15_Y6_099_374,,1,,
G15_Y3_030_385,1,,,
G02_Y5_080_358,,1,,bad splice
G15_Y6_077_005,,1,,bad splice
G15_Y2_009_390,,1,,bad splice
G15_Y1_DN1_110,,1,,DN1 field error
G15_Y6_093_039,,1,,bad splice
G15_Y5_007_019,,1,,bad splice
G15_Y3_028_356,,1,,bad splice
G02_Y6_009_275,,1,,bad splice
G15_Y6_090_382,,1,,bad splice
G15_Y3_049_001,,1,,
G02_Y3_001_374,,1,,bad splice
G15_Y6_082_397,,1,,bad splice
G15_Y6_101_388,,1,,
G02_Y4_036_024,,1,,bad splice
G15_Y6_094_343,,1,,bad splice
G15_Y5_033_362,1,,,
G02_Y4_044_132,1,,,
G02_Y4_040_256,1,,,
G15_Y5_022_367,,1,,bad splice
G15_Y6_085_046,,1,,
G15_Y6_089_358,1,,,
G15_Y6_082_019,,1,,bad splice
G02_Y4_039_136,,1,,
G02_Y4_043_018,,1,,
G15_Y6_105_029,,1,,bad splice
G09_Y1_DS1_056,1,,,
G12_Y1_DN1_351,,1,,DN1 field error
G15_Y3_031_012,,1,,bad splice
G15_Y5_063_368,1,,,
G15_Y3_009_068,,1,,bad splice
G02_Y4_043_349,,1,,bad splice
G15_Y3_049_159,,1,,bad splice
G15_Y4_238_393,,1,,
G15_Y3_033_395,1,,,
G02_Y5_111_018,,1,,bad splice
G02_Y4_043_012,,1,,
G02_Y4_033_326,,1,,bad splice
G15_Y4_212_046,1,,,
G15_Y1_DN1_255,,1,,DN1 field error
G09_Y6_061_389,,1,,bad splice
G15_Y3_048_098,1,,,
G09_Y3_002_086,1,,,
G15_Y4_229_387,,1,,
G15_Y2_010_033,,1,,bad splice
G02_Y5_056_014,,1,,bad splice
G02_Y5_084_006,,1,,bad splice
G12_Y2_041_119,1,,,
G12_Y1_CS1_007,,,1,
G15_Y4_211_252,1,,,
G15_Y3_011_391,,1,,
G15_Y6_087_381,1,,,
G15_Y6_085_374,,1,,bad splice
G02_Y5_091_345,,,1,
G15_Y3_015_034,,1,,bad splice
G02_Y5_114_374,,1,,bad splice
G15_Y4_235_365,,1,,
G02_Y6_004_043,,1,,bad splice
G02_Y3_001_262,1,,,
G15_Y6_101_070,,1,,bad splice
G02_Y6_006_005,,1,,bad splice
G02_Y5_091_393,1,,,
G15_Y4_216_101,1,,,
G15_Y4_238_180,,,1,
G02_Y6_014_063,,1,,bad splice
G02_Y3_012_397,1,,,
G09_Y4_203_153,1,,,
G15_Y6_070_017,,1,,bad splice
G02_Y4_026_352,1,,,
G15_Y4_235_378,,1,,
G15_Y2_013_390,,1,,bad splice
G12_Y5_020_296,,1,,bad splice
G15_Y2_014_063,,1,,bad splice
G02_Y3_009_361,1,,,
G09_Y1_FX1_136,1,,,
G15_Y4_203_031,,1,,bad splice
G12_Y2_026_026,1,,,
G15_Y3_022_366,,1,,bad splice
G09_Y6_080_396,,1,,
G15_Y1_HS2_129,,1,,bad splice
G15_Y5_009_275,1,,,
G12_Y5_010_217,,1,,bad splice
G15_Y6_087_014,,1,,bad splice
G15_Y4_230_389,,1,,
G15_Y4_223_040,1,,,
G02_Y3_003_032,,1,,bad splice
G02_Y5_082_388,,,1,
G15_Y1_AN1_287,,1,,bad splice
G15_Y6_099_078,,1,,bad splice
G12_Y3_028_218,,1,,
G02_Y5_088_385,,1,,bad splice
G15_Y4_206_017,,1,,bad splice
G15_Y4_229_074,1,,,
G15_Y3_031_191,,1,,bad splice
G15_Y2_011_070,,1,,bad splice
G15_Y4_204_060,1,,,
G15_Y6_088_027,,1,,bad splice
G15_Y4_235_383,,1,,
G09_Y4_256_274,1,,,
G15_Y5_003_099,1,,,
G02_Y4_040_011,,1,,bad splice
G15_Y3_039_298,,1,,bad splice
G02_Y4_043_181,,1,,bad splice
G15_Y3_030_225,,1,,bad splice
G02_Y4_035_066,,1,,bad splice
G09_Y3_022_161,1,,,
G15_Y3_006_367,1,,,
G15_Y2_020_018,,1,,bad splice
G12_Y5_015_308,1,,,
G15_Y6_088_087,,1,,bad splice
G02_Y4_042_024,1,,,
G15_Y5_005_252,1,,,
G02_Y4_043_058,,1,,bad splice
G15_Y2_009_198,,1,,bad splice
G15_Y6_096_335,,1,,bad splice
G15_Y6_101_343,1,,,
G12_Y1_AN1_064,1,,,
G15_Y6_076_022,,1,,bad splice
G15_Y6_074_320,,1,,bad splice
G15_Y1_DN1_172,,1,,DN1 field error
G02_Y4_041_244,1,,,
G15_Y2_011_249,1,,,
G15_Y1_DN1_187,,1,,DN1 field error
G02_Y3_013_015,,,1,
G02_Y3_015_002,,1,,
G02_Y4_033_116,1,,,
G15_Y1_HS2_361,,1,,bad splice
G15_Y1_AX2_010,,1,,bad splice
G15_Y4_201_043,1,,,
G15_Y1_CX2_366,,1,,bad splice
G15_Y3_036_387,,1,,bad splice
G15_Y1_FN1_369,,,1,
G15_Y6_089_381,,1,,
G15_Y5_020_396,,1,,
G12_Y3_019_040,1,,,
G02_Y4_038_070,,1,,bad splice
G15_Y4_238_281,1,,,
G02_Y5_080_029,,1,,bad splice
G15_Y3_041_129,1,,,
G15_Y3_029_275,1,,,
G09_Y4_244_276,,1,,bad splice
G15_Y2_010_203,,1,,
G02_Y4_040_290,1,,,
G12_Y5_013_241,1,,,
G15_Y3_018_162,,,1,
G02_Y3_002_002,,1,,bad splice
G15_Y1_HS2_033,,1,,bad splice
G02_Y5_101_330,,1,,bad splice
G15_Y4_215_049,,1,,bad splice
G02_Y4_036_334,,1,,
G15_Y5_004_393,1,,,bad splice
G02_Y6_008_273,,,1,
G15_Y5_024_351,,,1,
G15_Y4_243_207,1,,,
G15_Y1_EN2_120,1,,,
G09_Y2_031_251,1,,,
G15_Y3_040_380,,1,,bad splice
G02_Y4_033_329,,1,,bad splice
G15_Y6_082_351,,1,,bad splice
G02_Y5_107_034,,1,,bad splice
G12_Y6_058_034,,1,,bad splice
G15_Y6_076_058,,1,,bad splice
G15_Y6_077_063,,1,,bad splice
G15_Y6_077_068,,1,,bad splice
G02_Y4_038_053,,1,,bad splice
G02_Y5_116_385,1,,,
G15_Y5_005_325,,,1,
G15_Y2_014_353,1,,,
G15_Y6_099_071,,1,,bad splice
G09_Y5_035_103,,,1,
G02_Y3_006_168,,1,,bad splice
G02_Y5_105_106,,1,,bad splice
G15_Y3_043_071,,1,,bad splice
G15_Y5_004_012,,1,,bad splice
G15_Y1_HS2_008,,,1,
G02_Y4_044_051,,1,,bad splice
G15_Y1_IN2_116,1,,,
G15_Y3_028_222,,1,,bad splice
G15_Y6_097_178,,1,,bad splice
G02_Y3_003_033,,,1,
G15_Y3_052_053,,1,,bad splice
G15_Y2_020_388,,1,,bad splice
G02_Y4_043_078,,1,,
G15_Y6_085_176,1,,,
G15_Y6_097_077,,1,,bad splice
G09_Y4_203_084,1,,,
G15_Y4_229_023,,1,,bad splice
G02_Y5_094_018,,1,,bad splice
G02_Y5_084_344,1,,,
G02_Y5_051_006,,,1,
G15_Y6_082_079,,1,,bad splice
G15_Y3_034_013,,1,,bad splice
G15_Y2_009_041,,1,,bad splice
G15_Y4_216_191,,1,,bad splice
G02_Y3_020_108,1,,,
G15_Y3_008_381,,1,,bad splice
G15_Y5_005_271,,,1,
G15_Y3_011_365,1,,,
G02_Y4_042_203,,1,,bad splice
G15_Y2_010_042,,1,,bad splice
G15_Y3_006_308,,1,,bad splice
G15_Y2_020_157,,1,,bad splice
G15_Y2_010_399,,1,,
G15_Y1_DN1_202,,1,,DN1 field error
G15_Y3_033_084,,1,,bad splice
G15_Y5_007_064,,1,,bad splice
G02_Y4_026_041,1,,,
G02_Y6_002_375,,1,,bad splice
G15_Y3_009_003,,1,,bad splice
G15_Y3_011_241,1,,,
G15_Y4_229_378,,1,,
G15_Y2_006_001,,1,,bad splice
G15_Y6_089_010,,1,,bad splice
G15_Y6_070_059,,1,,bad splice
G15_Y2_021_047,1,,,
G02_Y6_006_361,,1,,bad splice
G15_Y4_236_284,,1,,
G02_Y3_003_274,1,,,
G02_Y6_016_354,,1,,bad splice
G15_Y4_237_361,,1,,
G09_Y4_214_342,,1,,bad splice
G02_Y5_116_332,,1,,bad splice
G02_Y5_104_025,,1,,bad splice
G12_Y4_206_373,,1,,
G15_Y6_080_026,,1,,bad splice
G02_Y4_028_217,,,,
G15_Y1_GX2_112,1,,,
G02_Y4_042_356,,1,,bad splice
G15_Y3_007_213,,1,,bad splice
G15_Y3_031_048,,1,,bad splice
G09_Y4_206_027,1,,,
G02_Y4_002_010,,1,,bad splice
G12_Y1_DN1_296,,1,,DN1 field error
G15_Y6_076_368,,1,,bad splice
G15_Y6_095_301,1,,,
G02_Y4_039_318,,1,,bad splice
G02_Y3_002_386,,,1,
G15_Y4_204_392,,1,,
G02_Y4_043_003,,1,,bad splice
G09_Y1_BS2_211,,1,,bad splice
G02_Y4_042_135,,1,,bad splice
G15_Y4_235_364,1,,,
G15_Y6_101_359,,1,,
G15_Y2_020_389,,1,,bad splice
G02_Y3_009_020,,1,,bad splice
G15_Y2_003_391,,1,,bad splice
G02_Y4_002_103,,1,,bad splice
G15_Y3_047_014,,1,,bad splice
G15_Y3_007_139,,1,,bad splice
G15_Y3_029_119,1,,,
G15_Y3_012_313,1,,,
G15_Y1_FN2_376,,1,,bad splice
G02_Y4_025_372,1,,,
G15_Y5_004_005,,1,,
G15_Y2_018_026,1,,,
G15_Y1_IS2_373,,1,,bad splice
G09_Y1_BS2_280,1,,,
G15_Y6_098_266,1,,,
G09_Y1_GN2_279,1,,,
G09_Y5_051_142,,1,,bad splice
G12_Y1_HS1_136,1,,,
G12_Y5_020_201,,1,,bad splice
G15_Y3_001_379,1,,,
G02_Y4_038_024,,1,,bad splice
G15_Y6_077_074,,1,,bad splice
G15_Y6_097_030,,1,,bad splice
G15_Y5_021_008,,1,,bad splice
G15_Y3_022_030,,1,,bad splice
G15_Y6_081_381,,1,,bad splice
G02_Y6_015_061,,1,,bad splice
G15_Y3_023_072,,1,,bad splice
G02_Y5_060_009,,,1,
G15_Y3_034_053,,1,,bad splice
G15_Y6_101_037,,1,,bad splice
G02_Y4_040_092,1,,,
G02_Y3_016_082,,1,,bad splice
G09_Y4_217_080,1,,,
G02_Y4_036_371,,1,,bad splice
G15_Y2_010_088,,1,,bad splice
G15_Y1_GX2_022,,1,,bad splice
G15_Y3_034_056,,1,,bad splice
G15_Y3_047_046,,1,,bad splice
G02_Y5_096_042,,1,,bad splice
G15_Y6_082_001,,1,,bad splice
G09_Y6_086_379,,1,,
G15_Y4_206_115,1,,,
G12_Y1_GS2_028,1,,,
G02_Y5_054_013,,1,,bad splice
G15_Y3_012_060,1,,,
G15_Y4_229_393,,1,,
G15_Y2_011_024,,1,,bad splice
G02_Y5_091_365,,1,,bad splice
G15_Y2_016_389,,1,,bad splice
G15_Y4_206_396,1,,,
G02_Y5_111_393,1,,,
G15_Y4_232_153,1,,,
G15_Y6_087_303,,1,,
G12_Y5_001_261,1,,,
G12_Y5_001_210,,1,,bad splice
G09_Y2_030_027,,1,,bad splice
G15_Y4_235_391,,1,,
G15_Y2_020_111,1,,,
G02_Y5_054_395,1,,,
G09_Y4_239_370,,1,,bad splice
G15_Y3_013_011,,1,,bad splice
G15_Y6_089_378,,1,,
G15_Y1_DS1_028,1,,,
G12_Y4_209_368,,1,,
G15_Y6_099_398,,1,,
G02_Y3_009_348,1,,,
G15_Y6_077_004,,1,,bad splice
G15_Y3_024_231,,1,,bad splice
G15_Y1_HS2_160,,1,,
G02_Y5_107_392,1,,,
G15_Y6_095_392,1,,,
G02_Y4_040_072,1,,,
G15_Y4_243_002,,1,,bad splice
G02_Y5_076_398,,1,,bad splice
G12_Y5_020_359,,1,,bad splice
G09_Y3_019_279,1,,,
G15_Y1_HN2_119,1,,,
G15_Y6_075_010,,1,,bad splice
G15_Y3_007_040,1,,,
G15_Y2_007_119,,1,,bad splice
G15_Y2_006_044,1,,,
G12_Y6_070_382,,1,,bad splice
G15_Y1_DN1_079,,1,,DN1 field error
G02_Y5_096_027,,1,,bad splice
G15_Y3_049_054,,1,,bad splice
G15_Y6_097_366,,1,,
G02_Y6_003_032,,1,,bad splice
G15_Y4_226_039,,1,,bad splice
G15_Y3_014_341,1,,,
G15_Y6_108_268,,1,,bad splice
G09_Y2_013_211,1,,,
G02_Y5_085_023,,1,,
G02_Y5_050_070,1,,,
G02_Y3_006_180,,,1,
G12_Y5_020_116,1,,,
G15_Y4_211_379,1,,,
G15_Y3_016_022,,1,,bad splice
G15_Y3_047_006,,1,,bad splice
G15_Y5_023_060,,1,,bad splice
G09_Y1_BX1_328,,1,,bad splice
G15_Y4_237_277,,1,,
G15_Y4_230_223,,1,,
G02_Y5_052_024,,1,,bad splice
G12_Y3_036_381,,1,,bad splice
G15_Y4_236_286,,1,,
G15_Y5_024_342,,1,,bad splice
G15_Y3_028_006,,1,,bad splice
G02_Y6_006_395,,1,,bad splice
G15_Y6_085_387,,1,,bad splice
G02_Y5_115_070,,1,,bad splice
G15_Y6_074_383,,1,,bad splice
G15_Y3_034_079,,1,,
G15_Y6_090_383,,1,,
G02_Y5_101_059,,1,,bad splice
G15_Y3_034_016,,1,,bad splice
G02_Y4_032_028,,1,,bad splice
G15_Y2_001_393,1,,,
G02_Y5_096_192,1,,,
G15_Y2_004_062,1,,,
G12_Y1_FND1_293,,,1,
G02_Y4_042_126,,1,,
G15_Y2_018_028,1,,,
G02_Y5_061_054,,1,,bad splice
G02_Y5_104_014,,1,,bad splice
G02_Y5_051_037,,1,,
G15_Y2_009_377,,1,,bad splice
G09_Y2_011_203,1,,,
G15_Y4_232_325,,1,,
G02_Y4_032_369,1,,,
G15_Y3_049_047,,1,,bad splice
G15_Y2_011_049,,1,,bad splice
G02_Y4_028_362,1,,,
G09_Y4_227_289,,1,,bad splice
G15_Y4_238_321,1,,,
G09_Y4_220_371,,1,,bad splice
G15_Y4_211_113,,1,,bad splice
G02_Y5_088_371,,1,,bad splice
G15_Y5_010_159,,1,,bad splice
G15_Y2_010_013,,1,,bad splice
G15_Y6_077_023,,1,,bad splice
G15_Y4_213_357,1,,,
G12_Y6_073_337,,1,,
G02_Y6_009_328,,1,,bad splice
G15_Y6_086_367,,1,,bad splice
G12_Y5_020_274,,1,,bad splice
G02_Y5_116_076,,1,,bad splice
G15_Y4_231_194,,1,,
G15_Y6_101_345,1,,,
G02_Y5_105_358,,1,,bad splice
G02_Y3_004_337,,,1,
G12_Y3_041_034,,1,,bad splice
G02_Y5_075_377,,1,,bad splice
G15_Y6_088_337,,1,,bad splice
G02_Y3_014_226,1,,,
G02_Y3_005_359,1,,,
G15_Y1_AN1_373,,1,,bad splice
G15_Y1_HS2_138,,1,,bad splice
G12_Y1_HS2_120,1,,,
G15_Y4_226_391,,1,,
G15_Y4_235_388,,1,,
G02_Y4_042_369,,1,,bad splice
G02_Y4_043_252,1,,,
G02_Y3_005_341,1,,,
G02_Y3_015_221,,1,,bad splice
G02_Y6_017_017,,1,,bad splice
G12_Y6_041_344,1,,,
G15_Y4_238_312,,1,,
G02_Y6_006_013,,1,,bad splice
G15_Y3_043_353,,1,,bad splice
G15_Y4_235_387,,1,,
G15_Y4_233_006,,1,,bad splice
G15_Y2_017_348,1,,,
G02_Y5_073_039,,1,,bad splice
G02_Y6_006_372,,1,,bad splice
G09_Y2_031_119,1,,,
G15_Y6_081_397,,1,,bad splice
G12_Y1_DS1_007,,,1,
G09_Y1_GN2_254,,,1,
G15_Y4_230_373,,1,,
G02_Y6_017_328,,1,,bad splice
G15_Y6_097_035,,1,,bad splice
G15_Y3_010_009,1,,,
G12_Y5_027_110,1,,,
G15_Y3_016_059,,,1,
G02_Y5_077_282,,1,,bad splice
G15_Y4_204_032,1,,,
G02_Y5_100_015,,1,,bad splice
G15_Y4_237_299,1,,,
G12_Y4_208_022,,1,,bad splice
G15_Y3_006_340,,1,,bad splice
G02_Y5_053_030,,1,,
G02_Y5_073_028,,1,,bad splice
G02_Y6_006_032,,1,,bad splice
G15_Y6_086_001,,1,,bad splice
G02_Y5_107_031,,1,,bad splice
G15_Y2_012_212,1,,,
G02_Y6_008_039,,1,,bad splice
G15_Y5_002_103,,1,,bad splice
G02_Y5_107_023,,1,,bad splice
G15_Y2_014_243,,1,,
G02_Y5_058_007,,,1,
G02_Y5_101_355,,1,,bad splice
G02_Y4_039_372,,1,,bad splice
G15_Y4_204_043,,1,,bad splice
G02_Y4_043_359,,1,,bad splice
G02_Y3_019_342,,1,,bad splice
G15_Y5_001_135,,1,,bad splice
G15_Y5_021_046,,1,,bad splice
G15_Y3_022_333,,1,,bad splice
G15_Y6_071_136,,1,,
G15_Y4_216_198,1,,,
G09_Y2_002_041,1,,,
G15_Y2_007_052,,1,,bad splice
G15_Y2_014_049,,1,,bad splice
G15_Y6_082_126,,1,,bad splice
G12_Y6_057_362,,1,,bad splice
G15_Y3_007_158,,1,,bad splice
G02_Y5_101_399,,1,,
G15_Y5_003_004,,1,,bad splice
G09_Y2_038_107,1,,,
G15_Y3_006_365,1,,,
G15_Y4_215_068,,1,,bad splice
G12_Y1_HS2_378,1,,,
G15_Y5_003_018,,1,,bad splice
G15_Y2_010_340,,1,,bad splice
G02_Y5_116_379,,1,,bad splice
G15_Y4_211_025,,1,,bad splice
G15_Y3_006_348,1,,,
G02_Y4_029_012,,1,,bad splice
G09_Y2_031_133,,1,,bad splice
G02_Y5_093_018,,1,,bad splice
G02_Y4_040_317,1,,,
G15_Y3_041_348,,1,,bad splice
G15_Y6_077_076,,1,,bad splice
G15_Y3_007_192,,1,,bad splice
G02_Y4_036_002,,1,,bad splice
G15_Y2_006_017,,1,,bad splice
G15_Y6_087_087,,1,,bad splice
G02_Y4_043_059,,1,,bad splice
G15_Y3_035_169,1,,,
G15_Y3_041_162,,,1,
G15_Y4_232_390,1,,,
G15_Y4_215_352,,1,,bad splice
G15_Y1_GN2_136,1,,,
G15_Y4_208_269,,1,,
G15_Y4_212_069,,1,,bad splice
G15_Y3_048_265,1,,,
G12_Y4_205_396,1,,,
G15_Y2_003_369,,1,,
G15_Y2_014_041,,1,,bad splice
G02_Y5_113_391,,1,,bad splice
G02_Y4_025_171,,1,,
G15_Y4_202_079,1,,,
G15_Y3_008_249,1,,,
G15_Y2_009_249,,1,,
G15_Y5_005_005,,1,,bad splice
G02_Y4_024_289,1,,,
G15_Y6_089_372,,1,,
G15_Y3_047_156,1,,,
G02_Y4_029_141,,1,,bad splice
G15_Y2_010_085,,1,,bad splice
G02_Y3_009_116,1,,,
G15_Y4_227_118,1,,,
G02_Y3_004_367,,,1,
G09_Y5_014_230,1,,,
G15_Y6_073_187,,1,,
G15_Y4_219_110,1,,,
G15_Y6_096_313,,1,,bad splice
G15_Y4_211_385,1,,,
G15_Y3_005_335,1,,,
G02_Y3_001_256,,1,,
G12_Y1_ND6_245,1,,,
G15_Y5_021_042,,1,,bad splice
G12_Y1_ND7_161,1,,,
G15_Y6_076_362,,1,,bad splice
G02_Y4_040_203,1,,,
G09_Y5_007_162,,,1,
G15_Y2_012_339,,1,,bad splice
G15_Y4_203_217,1,,,
G15_Y4_203_164,1,,,
G15_Y6_070_218,,1,,bad splice
G15_Y4_234_119,1,,,
G09_Y4_221_068,,,1,
G02_Y5_112_001,,1,,bad splice
G02_Y4_044_363,,1,,bad splice
G15_Y6_083_344,1,,,
G15_Y3_002_162,,,1,
G15_Y4_237_347,1,,,
G15_Y3_016_120,,1,,bad splice
G15_Y2_006_396,,,1,
G15_Y4_237_354,1,,,
G02_Y4_038_304,,,1,bad splice
G15_Y6_083_286,1,,,
G15_Y4_227_236,,,1,
G15_Y1_FS1_055,1,,,
G02_Y4_031_113,,1,,
G15_Y4_206_283,1,,,
G12_Y3_028_368,,1,,bad splice
G15_Y2_023_195,,1,,
G02_Y4_036_363,,1,,bad splice
G15_Y4_238_267,,1,,bad splice
G15_Y6_089_312,1,,,
G15_Y1_HS2_345,,,1,
G15_Y3_006_025,,,1,
G02_Y3_015_343,,1,,bad splice
G15_Y6_097_348,1,,,
G02_Y5_095_163,,1,,bad splice
G02_Y5_101_352,,,1,
G15_Y6_094_048,,1,,
G02_Y4_041_121,1,,,
G15_Y5_012_348,1,,,
G12_Y1_GN1_266,,,1,
G12_Y3_029_008,,1,,bad splice
G15_Y6_087_003,,1,,bad splice
G15_Y3_009_001,,1,,bad splice
G15_Y2_008_251,,,1,
G02_Y4_029_037,1,,,
G15_Y6_095_012,,1,,bad splice
G02_Y4_040_103,1,,,
G15_Y6_080_054,,1,,bad splice
G15_Y2_020_384,,1,,bad splice
G15_Y2_023_253,,,1,
G15_Y4_237_343,1,,,
G15_Y4_238_385,1,,,
G15_Y6_096_201,,1,,
G15_Y6_096_207,,1,,bad splice
G15_Y4_205_341,1,,,
G15_Y3_047_007,,1,,bad splice
G09_Y4_227_368,1,,,
G02_Y6_014_001,,1,,bad splice
G02_Y6_008_296,,1,,bad splice
G15_Y5_012_323,,,1,
G12_Y5_012_036,1,,,
G15_Y6_100_397,,1,,
G15_Y3_048_302,,1,,bad splice
G15_Y3_036_206,,,1,
G12_Y4_206_345,1,,,
G15_Y4_238_336,1,,,
G02_Y6_007_017,,1,,bad splice
G15_Y6_094_010,,1,,bad splice
G09_Y6_093_354,1,,,
G02_Y4_026_325,,,1,
G15_Y5_004_081,1,,,
G02_Y5_116_378,,1,,
G15_Y3_006_390,,1,,bad splice
G15_Y5_023_372,,1,,bad splice
G15_Y6_090_388,,1,,
G15_Y4_238_392,,1,,
G02_Y4_040_124,,1,,
G02_Y3_015_217,1,,,
G02_Y4_033_067,,1,,bad splice
G15_Y3_031_119,1,,,
G15_Y6_094_376,,1,,bad splice
G15_Y1_IS1_223,,,1,
G15_Y6_089_390,,1,,
G12_Y4_210_399,,1,,
G15_Y4_216_124,1,,,
G15_Y4_204_369,1,,,
G02_Y5_095_387,,1,,bad splice
G15_Y2_023_054,1,,,
G15_Y4_238_359,,1,,
G15_Y6_097_376,,1,,
G15_Y6_097_379,,1,,
G15_Y2_011_056,,1,,bad splice
G15_Y6_099_376,,1,,
G15_Y1_AN1_161,1,,,
G15_Y4_216_260,1,,,
G02_Y3_019_367,,1,,bad splice
G15_Y3_006_375,,1,,bad splice
G12_Y2_018_087,,1,,bad splice
G09_Y1_test_345,1,,,
G02_Y3_015_199,,1,,bad splice
G15_Y4_237_383,,1,,
G15_Y4_236_332,1,,,
G15_Y4_238_368,,1,,
G02_Y5_116_384,,1,,bad splice
G15_Y3_006_271,1,,,
G15_Y5_032_046,1,,,
G15_Y6_098_369,,1,,
G09_Y1_GS2_310,1,,,
G12_Y1_EN1_244,1,,,
G15_Y4_232_060,1,,,
G12_Y3_011_353,1,,,
G02_Y3_012_274,1,,,
G15_Y6_087_393,,1,,bad splice
G09_Y4_210_121,1,,,
G02_Y3_013_036,1,,,
G15_Y3_035_006,,1,,bad splice
G15_Y2_020_387,,1,,bad splice
G15_Y3_049_135,,1,,bad splice
G02_Y3_020_120,1,,,
G15_Y4_214_021,,1,,bad splice
G15_Y4_224_060,1,,,
G15_Y5_004_271,1,,,
G15_Y4_218_165,1,,,
G15_Y3_036_098,,1,,
G15_Y6_099_362,,1,,
G02_Y5_054_087,,1,,bad splice
G02_Y5_053_370,1,,,
G15_Y5_005_060,1,,,
G02_Y4_037_086,1,,,
G02_Y4_025_277,,1,,
G15_Y4_205_235,1,,,
G15_Y3_031_274,1,,,
G02_Y3_018_136,,,1,
G12_Y4_210_283,,1,,
G15_Y2_019_107,1,,,
G09_Y1_DS1_002,1,,,
G02_Y4_037_365,1,,,
G12_Y1_ES1_076,1,,,
G15_Y6_099_352,1,,,
G15_Y2_015_274,1,,,
G02_Y4_037_199,,1,,bad splice
G15_Y4_207_053,1,,,
G15_Y2_011_198,,1,,
G02_Y4_043_304,,1,,
G12_Y1_ES1_391,1,,,
G02_Y4_029_129,1,,,
G12_Y2_006_129,1,,,
G09_Y2_012_053,1,,,
G02_Y4_034_198,,1,,bad splice
G15_Y4_202_244,1,,,
G15_Y1_AN2_395,1,,,
G15_Y3_015_054,1,,,
G09_Y1_IS1_106,1,,,
G15_Y3_008_281,1,,,
G15_Y2_001_276,1,,,
G12_Y1_ID1_279,1,,,
G15_Y2_022_103,1,,,
G15_Y4_238_288,1,,,
G09_Y1_EN2_008,1,,,
G12_Y1_BND1_276,1,,,
G09_Y4_227_340,,1,,bad splice
G09_Y6_080_314,1,,,
G12_Y2_030_060,1,,,
G09_Y1_GS2_080,1,,,
G09_Y4_206_040,1,,,
G15_Y4_238_387,,1,,
G12_Y1_GS2_279,1,,,
G15_Y4_229_381,,1,,
G15_Y5_021_248,1,,,
G15_Y2_018_345,1,,,
G12_Y1_GS2_275,1,,,
G12_Y1_BND1_279,1,,,
G12_Y1_EN1_132,1,,,
G15_Y6_096_386,,1,,bad splice
G09_Y3_019_342,1,,,
G09_Y1_DN1_040,1,,,
G15_Y6_089_383,,1,,
G09_Y4_208_026,1,,,
G15_Y1_IS1_365,1,,,
G09_Y1_FS2_036,1,,,
G02_Y5_116_360,,1,,bad splice
G15_Y3_014_119,1,,,
G02_Y3_020_362,1,,,
G02_Y4_043_309,,1,,
G02_Y3_019_218,,1,,
G15_Y2_020_382,,1,,bad splice
G12_Y4_209_363,,1,,
G09_Y4_241_378,1,,,
G09_Y1_GS1_036,1,,,
G12_Y1_HS1_064,1,,,
G09_Y1_ES2_138,1,,,
G12_Y1_ES1_106,1,,,
G15_Y2_001_102,1,,,
G12_Y1_AS2_341,1,,,
G09_Y1_FS2_064,1,,,
G09_Y1_DS2_129,1,,,
G12_Y1_IS2_279,1,,,
G09_Y1_IS2_026,1,,,
G09_Y4_208_365,1,,,
G12_Y1_ND2_079,1,,,
G09_Y1_ES2_161,1,,,
G12_Y1_ND7_308,1,,,
G09_Y1_FS2_308,1,,,
G12_Y1_CS1_036,1,,,
G12_Y1_ES1_111,1,,,
G09_Y1_GS1_139,1,,,
G12_Y1_ND3_110,1,,,
G09_Y1_BS1_165,1,,,
G12_Y1_EN1_107,1,,,
G15_Y1_EN1_064,1,,,
G15_Y1_EN1_168,1,,,
G09_Y1_FS1_023,1,,,
G09_Y6_065_374,,,1,
G09_Y1_BN2_061,1,,,
G12_Y1_GS1_129,1,,,
G12_Y1_IND1_138,1,,,
G12_Y3_011_365,1,,,
G15_Y3_008_102,1,,,
G02_Y4_021_060,1,,,
G09_Y1_DS2_139,1,,,
G12_Y1_ES1_271,1,,,
G12_Y1_ES1_271,,1,,
G12_Y1_ND4_308,1,,,
G09_Y1_IS2_353,1,,,
G09_Y1_AS1_138,1,,,
G09_Y1_GS1_165,1,,,
G12_Y1_ND2_106,1,,,
G12_Y1_IND1_080,1,,,
G02_Y3_015_108,1,,,
G09_Y1_DS2_064,1,,,
G12_Y1_IND1_107,1,,,
G09_Y1_FN2_276,1,,,
G09_Y4_213_040,1,,,
G15_Y2_022_102,1,,,
G15_Y1_HS1_008,1,,,
